                                  circuit rlc
                                  AC Analysis  Mon Dec 11 17:50:13  2017
--------------------------------------------------------------------------------
Index   frequency       i(vil)                          
--------------------------------------------------------------------------------
224	1.737801e+04	-9.15277e-06,	-1.83016e-07	
225	1.778279e+04	-8.70510e-06,	-1.69403e-07	
226	1.819701e+04	-8.28098e-06,	-1.56866e-07	
227	1.862087e+04	-7.87902e-06,	-1.45312e-07	
228	1.905461e+04	-7.49791e-06,	-1.34657e-07	

Index   frequency       i(vil)                          
--------------------------------------------------------------------------------
229	1.949845e+04	-7.13645e-06,	-1.24827e-07	
230	1.995262e+04	-6.79352e-06,	-1.15751e-07	
231	2.041738e+04	-6.46805e-06,	-1.07368e-07	
232	2.089296e+04	-6.15908e-06,	-9.96219e-08	
233	2.137962e+04	-5.86567e-06,	-9.24598e-08	
234	2.187762e+04	-5.58697e-06,	-8.58352e-08	
235	2.238721e+04	-5.32218e-06,	-7.97052e-08	
236	2.290868e+04	-5.07054e-06,	-7.40305e-08	
237	2.344229e+04	-4.83134e-06,	-6.87753e-08	
238	2.398833e+04	-4.60392e-06,	-6.39070e-08	
239	2.454709e+04	-4.38764e-06,	-5.93953e-08	
240	2.511886e+04	-4.18194e-06,	-5.52129e-08	
241	2.570396e+04	-3.98624e-06,	-5.13345e-08	
242	2.630268e+04	-3.80004e-06,	-4.77368e-08	
243	2.691535e+04	-3.62283e-06,	-4.43988e-08	
244	2.754229e+04	-3.45416e-06,	-4.13007e-08	
245	2.818383e+04	-3.29360e-06,	-3.84246e-08	
246	2.884032e+04	-3.14072e-06,	-3.57540e-08	
247	2.951209e+04	-2.99514e-06,	-3.32735e-08	
248	3.019952e+04	-2.85650e-06,	-3.09692e-08	
249	3.090295e+04	-2.72445e-06,	-2.88280e-08	
250	3.162278e+04	-2.59865e-06,	-2.68381e-08	
251	3.235937e+04	-2.47880e-06,	-2.49883e-08	
252	3.311311e+04	-2.36461e-06,	-2.32686e-08	
253	3.388442e+04	-2.25579e-06,	-2.16694e-08	
254	3.467369e+04	-2.15208e-06,	-2.01821e-08	
255	3.548134e+04	-2.05324e-06,	-1.87986e-08	
256	3.630781e+04	-1.95903e-06,	-1.75116e-08	
257	3.715352e+04	-1.86921e-06,	-1.63140e-08	
258	3.801894e+04	-1.78359e-06,	-1.51995e-08	
259	3.890451e+04	-1.70195e-06,	-1.41623e-08	
260	3.981072e+04	-1.62411e-06,	-1.31968e-08	
261	4.073803e+04	-1.54988e-06,	-1.22980e-08	
262	4.168694e+04	-1.47910e-06,	-1.14612e-08	
263	4.265795e+04	-1.41159e-06,	-1.06820e-08	
264	4.365158e+04	-1.34721e-06,	-9.95640e-09	
265	4.466836e+04	-1.28580e-06,	-9.28061e-09	
266	4.570882e+04	-1.22722e-06,	-8.65116e-09	
267	4.677351e+04	-1.17134e-06,	-8.06483e-09	
268	4.786301e+04	-1.11803e-06,	-7.51862e-09	
269	4.897788e+04	-1.06718e-06,	-7.00973e-09	
270	5.011872e+04	-1.01866e-06,	-6.53559e-09	
271	5.128614e+04	-9.72367e-07,	-6.09378e-09	
272	5.248075e+04	-9.28198e-07,	-5.68208e-09	
273	5.370318e+04	-8.86053e-07,	-5.29840e-09	
274	5.495409e+04	-8.45838e-07,	-4.94082e-09	
275	5.623413e+04	-8.07463e-07,	-4.60754e-09	
276	5.754399e+04	-7.70841e-07,	-4.29688e-09	
277	5.888437e+04	-7.35893e-07,	-4.00731e-09	
278	6.025596e+04	-7.02541e-07,	-3.73736e-09	
279	6.165950e+04	-6.70710e-07,	-3.48571e-09	
280	6.309573e+04	-6.40330e-07,	-3.25109e-09	
281	6.456542e+04	-6.11335e-07,	-3.03235e-09	
282	6.606934e+04	-5.83660e-07,	-2.82840e-09	
283	6.760830e+04	-5.57245e-07,	-2.63823e-09	
284	6.918310e+04	-5.32032e-07,	-2.46090e-09	
285	7.079458e+04	-5.07965e-07,	-2.29555e-09	
286	7.244360e+04	-4.84993e-07,	-2.14135e-09	

Index   frequency       i(vil)                          
--------------------------------------------------------------------------------
287	7.413102e+04	-4.63064e-07,	-1.99756e-09	
288	7.585776e+04	-4.42130e-07,	-1.86345e-09	
289	7.762471e+04	-4.22148e-07,	-1.73838e-09	
290	7.943282e+04	-4.03071e-07,	-1.62174e-09	
291	8.128305e+04	-3.84861e-07,	-1.51295e-09	
292	8.317638e+04	-3.67476e-07,	-1.41148e-09	
293	8.511380e+04	-3.50879e-07,	-1.31683e-09	
294	8.709636e+04	-3.35034e-07,	-1.22855e-09	
295	8.912509e+04	-3.19907e-07,	-1.14620e-09	
296	9.120108e+04	-3.05465e-07,	-1.06939e-09	
297	9.332543e+04	-2.91676e-07,	-9.97741e-10	
298	9.549926e+04	-2.78512e-07,	-9.30902e-10	
299	9.772372e+04	-2.65944e-07,	-8.68550e-10	
300	1.000000e+05	-2.53944e-07,	-8.10385e-10	
